시간,부하(kW),ESS,,풍력 #1,,풍력 #2,,풍력 #3,,풍력 #4,,"수평면일사량
(w/m2)","경사면일사량
(w/m2)","태양광 #1
유효전력(kW)","태양광 #2
유효전력(kW)","태양광 #3
유효전력(kW)","태양광 #4
유효전력(kW)","디젤 #1
유효전력(kW)","디젤 #2
유효전력(kW)","디젤 #3
유효전력(kW)"
,,SOC(%),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),,,,,,,,,
201608260930 ,84.107,26.4,-118.547,3.252,7.632,3.376,1.957,3.867,2.511,4.86,-0.018,112,97,10.2,0,15.9,13.6,65.191,0,85.681
201608260945 ,128.103,27.5,-130.859,2.406,8.671,2.723,-0.022,1.801,-0.021,1.883,-0.022,199,187,18.8,33.5,25.6,22,65.39,0,85.066
201608261000 ,111.871,28.5,-133.58,2.59,-0.02,2.645,-0.02,0.001,-0.021,1.873,-0.021,198,188,16.2,32.7,27.1,21,65.3,0,83.233
201608261015 ,101.373,29.6,-177.911,1.416,7.842,1.456,-0.022,1.354,-0.02,1.634,-0.019,315,305,18.3,39.1,32.7,31.3,64.828,0,85.275
201608261030 ,109.652,30.9,-185.173,1.827,8.232,1.72,-0.02,2.035,-0.021,1.926,-0.022,270,273,17.8,56.1,35.6,26.5,65.137,0,85.519
201608261045 ,112.85,32.1,-188.158,3.417,8.824,3.284,1.4,3.839,4.891,4.75,-0.066,481,476,32.1,80.5,54.1,54.7,64.559,0,0
201608261100 ,116.176,34.3,-13.35,2.974,3.03,4.178,3.966,6.022,9.651,5.492,-0.021,209,185,17.7,43.1,27.1,25,0,0,0
201608261115 ,88.853,36.1,-34.828,2.182,-0.594,2.52,-0.354,4.705,4.649,4.073,-0.02,268,253,19.7,40.6,33.5,26.2,0,0,0
201608261130 ,144.193,36.4,-19.763,2.647,1.297,2.153,-0.02,1.919,-0.001,2.54,-0.02,365,364,27.3,59.6,43.4,32.4,0,0,0
201608261145 ,115.404,36.9,18.103,1.501,-0.335,0,-0.021,1.627,-0.022,0.001,-0.021,187,174,14.7,40.4,24.7,17.9,0,0,0
201608261200 ,101.13,37.3,-71.283,2.243,-0.021,1.8,-0.022,1.797,-0.022,1.571,-0.022,409,399,29,57.5,50.5,35.5,0,0,0
201608261215 ,146.662,37.9,27.044,0.001,-0.02,0,-0.021,0.001,-0.021,1.548,-0.02,305,288,17.5,38.1,37.6,26.5,0,0,0
201608261230 ,114.665,38.3,-41.151,1.698,-0.021,1.535,-0.021,1.499,-0.021,1.456,-0.021,723,716,37.3,0,72.8,45.8,0,0,0
201608261245 ,144.229,38.4,11.692,0,-0.022,3.055,-0.02,5.811,9.699,6.011,-0.02,278,256,20.1,42.9,34,25.9,0,0,0
201608261300 ,117.468,38.4,12.954,3.572,-0.021,2.625,-0.725,4.046,1.86,3.264,0,221,203,16.7,35.5,29.7,21.5,0,0,0
201608261315 ,133.137,38.3,27.541,4.505,25.915,2.735,0.697,5.126,4.584,3.14,0,146,127,12.1,25.4,20.8,16.1,0,0,0
201608261330 ,128.955,37.8,42.077,2.632,26.57,2.103,-0.019,2.592,0.127,2.279,0,114,94,9.1,21.5,16.9,12.7,0,0,0
201608261345 ,126.506,37.3,65.439,2.344,10.409,2.08,-0.021,2.328,-0.021,2.728,0,88,77,8,17.9,14.5,10.3,0,0,0
201608261400 ,111.93,37,-56.084,4.262,13.467,3.316,1.322,3.779,1.551,2.232,0,144,116,11.2,26,19.5,10.6,0,84.374,0
201608261415 ,122.349,37.7,-146.812,2.698,32.351,2.638,-0.497,3.449,0.632,2.701,0,343,310,26.9,60.7,39.4,34,0,75.675,0
201608261430 ,50.75,38.8,-147.557,3.375,0.23,2.654,0.368,2.647,-0.249,2.649,0,651,628,28.7,59.7,0,33.3,0,76.258,0
201608261445 ,100.326,39.4,-92.578,2.649,7.788,3.767,1.487,4.324,2.609,2.202,0,213,193,17.3,43.8,26.8,18.9,0,74.22,0
201608261500 ,109.78,40.1,-83.941,3.576,3.189,3.512,0,5.576,9.973,4.976,0,578,555,23.2,46.4,0,37.2,0,73.759,0
201608261515 ,97.919,40.5,-78.511,6.048,-0.021,5.75,9.109,5.557,7.621,3.794,0,161,140,12,36.7,21.3,15.8,0,73.921,0
201608261530 ,128.538,40.9,-28.76,4.663,0.103,4.029,3.879,5.815,11.346,5.161,0,124,111,11,23.9,18.6,14.7,0,73.77,0
201608261545 ,135.622,41.5,16.549,4.476,0.799,4.575,4.981,3.449,1.873,3.745,0,58,48,6.4,12.7,10.9,7.6,0,73.82,0
201608261600 ,127.263,41.5,19.631,3.141,1.017,3.169,1.266,3.576,0.534,2.399,0,45,34,4.9,10.8,8.8,6.4,0,73.915,0
201608261615 ,125.292,41.5,-10.831,3.526,0.133,3.622,3.401,4.258,4.896,4.285,0,96,77,8.7,20.5,13.9,10.3,0,74.293,0
201608261630 ,117.198,41.5,-14.927,3.175,-0.02,3.284,1.484,3.674,2.135,3.053,0,91,75,7.7,22.1,14.1,10.1,0,74.526,0
201608261645 ,115.142,41.5,-21.239,3.312,-0.02,3.692,3.869,4.344,3.731,3.166,0,99,86,9,19.5,15.3,10.9,0,74.101,0
201608261700 ,115.832,41.7,-29.148,3.663,-0.022,3.923,2.004,4.568,4.755,4.568,0,117,97,10.7,25.5,16.5,11.2,0,74.343,0
201608261715 ,104.882,41.8,-5.884,2.767,-0.02,2.568,-0.149,4.917,4.446,4.211,0,89,77,7.3,0,13.4,9.6,0,76.189,0
201608261730 ,125.127,41.8,12.928,2.112,-0.368,2.599,-0.414,2.844,1.023,3.697,0,70,58,6.2,13.4,11.3,7.5,0,73.558,0
201608261745 ,131.073,41.7,46.942,2.137,0.344,1.859,-0.021,2.188,-0.436,3.201,0.001,0,0,1.8,5.1,2.6,1.7,0,73.043,0
201608261800 ,134.069,41.3,53.234,1.612,1.425,0.001,-0.021,0.001,-0.02,0.001,0,0,0,0.7,2.4,1.5,0.8,0,74.051,0
201608261815 ,120.532,40.9,-0.372,0.001,43.861,0.001,-0.021,1.412,-0.021,1.682,0,0,0,0,1.5,0,0.9,0,74.685,0
201608261830 ,128.424,40.5,-48.14,1.987,93.003,2.49,-0.021,4.289,5.456,3.273,0,0,0,0,1.5,1.5,0.9,0,74.226,0
201608261845 ,149.91,40.1,-34.479,7.024,41.773,7.501,31.017,8.506,33.793,4.892,0,0,0,0,1.5,1.4,0.6,0,74.306,0
201608261900 ,128.766,40.3,-27.045,7.384,26.759,8.135,33.485,6.593,20.907,2.193,0,0,0,0,0,0,0,0,74.66,0
201608261915 ,153.613,40.1,-8.609,5.604,70.412,5.763,8.944,5.295,8.057,4.246,0,0,0,0,0,0,0,0,74.809,0
201608261930 ,161.84,39.8,-13.753,5.627,76.25,5.627,11.615,6.089,12.98,4.563,0,0,0,0,0,0,0,0,74.748,0
201608261945 ,158.42,39.2,-25.598,7.661,47.412,7.911,33.106,8.3,29.07,6.91,0,0,0,0,0,0,0,0,74.43,0
201608262000 ,157.156,38.7,41.568,2.965,36.263,2.956,0.318,3.775,2.773,3.293,0,0,0,0,0,0,0,0,76.234,0
201608262015 ,149.061,38.2,15.959,4.577,46.495,4.803,9.192,4.365,3.488,4.091,0,0,0,0,0,0,0,0,73.927,0
201608262030 ,145.118,37.9,18.786,4.02,41.985,4.384,3.935,5.258,5.909,4.879,0,0,0,0,0,0,0,0,74.503,0
201608262045 ,137.076,37.4,5.743,2.334,57.996,2.355,-0.021,2.29,-0.739,2.327,-0.651,0,0,0,0,0,0,0,74.748,0
201608262100 ,146.182,36.9,-13.206,1.908,85.456,2.17,-0.02,2.085,-0.02,2.243,-0.571,0,0,0,0,0,0,0,74.543,0
201608262115 ,141.152,36.4,-4.501,2.705,67.198,2.547,-0.135,3.871,2.811,2.328,-0.062,0,0,0,0,0,0,0,75.841,0
201608262130 ,127.246,36,6.411,2.277,47.418,2.474,-0.72,2.331,-0.022,2.47,-0.577,0,0,0,0,0,0,0,74.736,0
201608262145 ,125.856,35.5,-18.441,2.428,71.224,2.516,-0.371,2.411,-0.021,2.48,-0.02,0,0,0,0,0,0,0,73.485,0
201608262200 ,131.246,35.1,-10.213,2.71,69.473,2.821,0.169,2.328,-0.123,2.875,-0.062,0,0,0,0,0,0,0,72.002,0
201608262215 ,123.979,34.6,5.298,2.771,44.852,3.38,0.652,2.54,-0.021,2.094,-0.021,0,0,0,0,0,0,0,73.219,0
201608262230 ,118.659,34.2,28.901,2.469,14.38,3.194,1.25,3.05,1.135,2.277,-0.021,0,0,0,0,0,0,0,73.014,0
201608262245 ,114.925,33.9,35.043,3.85,0,4.134,4.606,3.037,1.751,3.428,-0.063,0,0,0,0,0,0,0,73.588,0
201608262300 ,119.503,33.1,44.351,3.057,0,3.602,1.108,2.552,0.173,3.772,0,0,0,0,0,0,0,0,73.871,0
201608262315 ,127.509,32.8,6.436,3.391,40.653,3.736,3.868,3.402,2.657,4.037,0,0,0,0,0,0,0,0,73.895,0
201608262330 ,116.47,30.7,-12.396,5.2,38.646,5.252,8.494,4.912,7.364,5.48,0,0,0,0,0,0,0,0,74.362,0
201608262345 ,121.428,30.3,39.38,4.221,-0.021,4.158,4.466,4.062,3.949,3.692,0,0,0,0,0,0,0,0,73.654,0
201608270000 ,113.165,30.1,31.393,4.006,-0.976,4.235,5.325,3.99,3.664,4.336,-0.063,0,0,0,0,0,0,0,73.822,0
201608270015 ,123.203,29.8,46.589,2.987,0.244,3.156,1.91,3.181,0.925,2.884,0,0,0,0,0,0,0,0,73.535,0
201608270030 ,121.482,29.4,33.105,4.879,0.11,3.335,2.305,2.779,1.614,3.38,0,0,0,0,0,0,0,0,84.348,0
201608270045 ,114.312,29.3,26.936,3.794,-0.021,2.987,1.504,4.303,3.346,4.693,0,0,0,0,0,0,0,0,82.547,0
201608270100 ,113.91,29.3,17.411,3.753,2.699,3.574,4.708,3.369,3.847,4.781,0,0,0,0,0,0,0,0,85.245,0
201608270115 ,113.834,29.3,18.427,3.569,-0.024,3.671,2.3,4.472,7.075,4.058,0,0,0,0,0,0,0,0,86.056,0
201608270130 ,104.337,29.1,1.914,4.392,-0.021,5.131,8.612,5.117,9.464,3.997,0,0,0,0,0,0,0,0,84.368,0
201608270145 ,105.902,29.1,9.632,4.313,-0.021,4.693,7.399,3.568,3.574,4.719,0,0,0,0,0,0,0,0,85.318,0
201608270200 ,107.727,28.9,18.382,3.183,-0.021,3.945,1.818,3.316,1.03,3.003,0,0,0,0,0,0,0,0,86.518,0
201608270215 ,110.452,28.6,15.437,3.583,-0.02,3.56,3.221,3.956,5.106,4.414,0,0,0,0,0,0,0,0,86.708,0
201608270230 ,117.787,28.4,23.403,3.542,2.446,3.407,2.027,4.376,5.065,3.653,-0.019,0,0,0,0,0,0,0,84.865,0
201608270245 ,109.872,28.3,15.507,3.066,-0.509,4.336,5.09,3.763,2.821,5.261,-0.19,0,0,0,0,0,0,0,87.153,0
201608270300 ,108.423,28.3,11.509,4.566,0.172,4.644,10.6,3.533,1.043,3.481,-0.022,0,0,0,0,0,0,0,85.121,0
201608270315 ,122.839,28.3,27.418,4.246,-0.022,4.435,5.103,4.203,4.666,3.414,0,0,0,0,0,0,0,0,85.674,0
201608270330 ,111.466,27.9,13.873,4.285,-0.021,4.225,5.7,5.134,6.999,3.569,0,0,0,0,0,0,0,0,84.915,0
201608270345 ,101.64,27.8,10.866,2.639,7.177,2.3,-0.56,2.328,-0.851,2.105,0,0,0,0,0,0,0,0,85.008,0
201608270400 ,102.261,27.5,3.342,4.037,4.543,4.827,5.28,3.934,3.003,2.904,0,0,0,0,0,0,0,0,86.093,0
201608270415 ,109.695,27.5,12.836,4.309,1.263,5.016,7.304,3.065,2.208,2.647,0,0,0,0,0,0,0,0,86.084,0
201608270430 ,111.582,27.4,15.238,3.592,6.197,4.091,3.535,3.183,1.48,3.397,0,0,0,0,0,0,0,0,85.132,0
201608270445 ,111.173,27.2,15.785,3.346,5.924,3.954,2.729,3.499,3.293,2.101,0,0,0,0,0,0,0,0,83.442,0
201608270500 ,114.183,27.2,21.137,4.248,5.076,3.936,3.165,3.115,0.908,2.345,0,0,0,0,0,0,0,0,83.897,0
201608270515 ,108.619,26.7,15.965,3.484,2.664,3.563,2.593,3.261,1.46,2.51,0,0,0,0,0,0,0,0,85.937,0
201608270530 ,118.365,26.5,26.887,2.991,8.854,2.324,-0.13,2.565,-0.133,2.442,0,0,0,0,0,0,0,0,82.887,0
201608270545 ,104.249,26.4,9.478,4.071,5.715,3.79,2.355,3.031,1.252,3.34,0,0,0,0,0,0,0,0,85.449,0
201608270600 ,97.59,26.2,1.221,2.104,0.515,2.654,-0.16,5.489,10.737,4.291,0,0,0,0,0,0,0,0,85.277,0
201608270615 ,110.284,26.2,1.489,4.74,1.008,5.971,12.107,5.071,9.632,4.231,0,0,0,0,0,0,0,0,86.048,0
201608270630 ,113.116,26.2,12.577,4.677,1.856,4.422,7.241,4.305,6.023,3.343,0,0,0,0,0,0,0,0,85.419,0
201608270645 ,103.977,26.2,-4.406,4.958,0.184,5.627,11.928,5.591,11.571,4.407,0,0,0,0,0,0,0,0,84.7,0
201608270700 ,101.395,26.2,-4.67,5.109,3.665,5.538,9.819,4.852,7.957,3.639,0,0,0,0,0,0,0,0,84.624,0
201608270715 ,111.71,26.2,0.765,5.607,7.421,5.186,8.39,4.269,7.086,3.758,0,0,0,0,1.5,1.4,0.6,0,84.548,0
201608270730 ,119.797,26.2,22.646,3.055,4.043,3.582,2.691,3.563,3.46,3.638,0,0,0,0,1.5,0,0,0,85.457,0
201608270745 ,125.41,26.1,24.697,4.326,1.781,4.989,8.468,2.699,0.937,3.091,0,0,0,0.7,1.5,1.5,0.7,0,85.127,0
201608270800 ,121.587,26.1,21.143,4.275,-0.022,4.252,6.615,3.878,4.334,3.547,0,0,0,0.7,1.9,1.5,0.9,0,84.517,0
201608270815 ,110.232,26.1,13.382,2.926,-0.021,3.211,0.953,3.524,3.49,2.679,0,0,0,1,2,1.8,1.2,0,86.428,0
201608270830 ,106.438,26.1,9.388,4.037,-0.02,4.101,3.173,3.415,1.748,3.455,-0.001,0,0,1.2,2.2,1.8,1.4,0,85.55,0
201608270845 ,117.09,25.5,18.074,3.419,-0.021,4.334,3.937,4.081,3.193,1.836,0,0,0,1.2,2.7,2,1.8,0,84.207,0
201608270900 ,107.534,25.4,-8.367,4.55,10.13,3.93,2.874,3.695,2.757,2.251,0,15,13,2.2,5.1,4.5,3.4,0,84.94,0
201608270915 ,106.749,25.4,-15.323,4.112,12.815,4.832,6.132,2.667,0.284,3.417,0,13,11,2.8,5.9,4.5,4,0,85.641,0
201608270930 ,103.713,25.5,-45.029,5.281,29.799,3.903,2.599,4.815,7.736,3.721,0,28,25,3.6,7.6,6.8,4.9,0,85.708,0
201608270945 ,110.032,25.5,-57.672,2.92,57.354,5.071,6.685,4.507,5.251,2.936,0,6,5,1.9,3.9,4.2,2.9,0,85.514,0
201608271000 ,107.093,25.5,-64.056,5.037,45.221,5.777,14.833,5.447,9.227,2.315,0,17,15,2.6,5.1,5.2,3.7,0,85.268,0
201608271015 ,115.985,25.5,-13.476,3.569,21.145,4.197,4.325,3.128,1.495,2.332,0,13,11,2.5,4.9,4.6,3.9,0,86.596,0
201608271030 ,104.931,25.5,-14.5,3.532,25.711,2.698,0.05,2.332,-0.775,2.329,0,0,0,1.5,3.2,2.6,1.9,0,85.245,0
201608271045 ,124.992,25.5,-35.757,4.043,46.691,4.769,7.765,4.023,3.626,1.838,0,17,17,2.7,5.9,5.3,4.2,0,84.567,0
201608271100 ,127.552,25.5,0.307,3.442,25.231,3.07,0.92,3.079,2.434,2.545,0,3,3,2,4.9,3.7,3.2,0,84.86,0
201608271115 ,114.742,25.4,-49.343,3.808,56.181,4.281,2.939,2.658,0.057,2.159,0,17,15,3.1,7.6,5.2,4,0,85.008,0
201608271130 ,123.638,25.4,12.961,3.809,0,3.424,1.13,2.907,2.023,2.825,0,25,24,3.7,8.5,6.4,4.5,0,84.424,0
201608271145 ,119.017,25.4,6.013,3.04,0,3.325,0.833,3.677,1.754,2.694,0,30,30,3.9,8.7,6.5,5.4,0,85.917,0
201608271200 ,104.526,25.4,-18.333,4.427,0,3.949,5.088,5.396,8.023,4.291,0,30,30,4,9,6.9,4.9,0,84.948,0
201608271215 ,107.89,25.4,-22.107,4.293,0,3.674,3.944,4.559,7.607,4.586,0,45,42,5.2,12.7,8.9,6.2,0,85.446,0
201608271230 ,100.45,25.5,-12.181,3.848,0,3.96,1.932,4.442,6.713,2.934,0,34,35,4.1,9.3,0,5.5,0,85.086,0
201608271245 ,111.792,25.7,-24.031,5.495,0,6.138,15.308,5.495,10.837,4.301,0,27,25,3.9,8.3,6.4,5.1,0,85.978,0
201608271300 ,106.624,25.7,-21.624,4.93,0,4.392,7.676,3.829,3.816,3.949,0,55,47,5.1,10.5,9,5.5,0,86.656,0
201608271315 ,104.921,25.7,-8.157,4.203,0,3.112,0.797,3.613,1.543,3.342,0,30,27,3.7,8.8,6.6,5,0,86.638,0
201608271330 ,110.634,25.7,-0.122,3.862,0,4.15,4.442,2.814,1.1,3.166,0.001,20,18,2.9,8.2,5.8,4.3,0,84.013,0
201608271345 ,120.848,25.7,7.867,3.577,0,3.894,2.176,3.576,2.676,3.045,0,37,33,3.5,7.6,7.2,4.9,0,84.929,0
201608271400 ,117.857,25.7,3.266,3.721,0,3.848,2.758,4.221,4.018,3.23,-0.001,33,28,3.2,8,6.6,4.9,0,85.116,0
201608271415 ,102.79,25.7,-14.215,2.694,13.956,2.054,-0.022,1.613,-0.023,1.685,0,17,15,2.5,6.1,5.3,3.8,0,85.394,0
201608271430 ,107.988,25.7,-0.577,3,-0.02,2.403,-0.57,2.439,-0.533,2.081,0,30,27,3.4,8.8,7,5.2,0,85.288,0
201608271445 ,102.723,25.7,-7.429,2.642,3.434,2.647,-0.252,2.549,0.068,2.034,0,28,27,3.4,7.1,6.4,4.9,0,85.102,0
201608271500 ,105.337,25.7,-11.187,2.105,5.169,1.796,-0.02,2.34,-0.19,3.173,0,38,33,4.4,9.3,7.3,5.2,0,85.365,0
201608271515 ,97.66,25.7,-34.264,2.155,27.542,1.61,-0.022,2.168,-0.022,2.106,0,18,17,2.7,6.8,5.3,4.3,0,85.326,0
201608271530 ,101.677,25.7,-14.842,2.656,7.561,2.744,1.107,2.873,1.086,2.379,0,35,33,0,8.8,7.3,6,0,84.665,0
201608271545 ,110.973,25.7,-17.788,3.046,12.056,2.713,0.286,2.707,0.684,3.046,0,57,51,5,10.9,9,7.1,0,83.735,0
201608271600 ,100.301,25.7,-6.874,3.044,5.713,2.416,0.207,2.833,0.872,1.959,0,27,18,3.1,8.2,0,4.6,0,84.483,0
201608271615 ,96.158,25.7,-11.365,2.551,0.71,2.766,-0.196,2.726,0.081,2.649,0,33,29,3.2,7.3,6.8,6,0,83.628,0
201608271630 ,106.271,25.7,-10.311,1.797,4.523,1.716,-0.021,1.844,-0.02,1.698,0,50,40,4,9,7.4,6.4,0,85.3,0
201608271645 ,105.312,25.7,-44.641,1.798,48.642,1.814,-0.02,2.12,-0.02,2.234,0,17,13,2.2,5.1,4.8,3.8,0,85.451,0
201608271700 ,106.365,25.7,-2.801,1.921,14.243,1.927,-0.023,1.759,-0.022,1.927,0,0,0,1.1,2.4,2.6,1.9,0,86.968,0
201608271715 ,109.784,25.7,-69.559,2.102,84.042,2.082,-0.02,1.964,-0.02,1.841,0,4,0,1.3,3.4,3.2,2.3,0,85.141,0
201608271730 ,134.044,25.7,-38.916,2.34,78.891,2.44,-0.246,2.324,-0.474,2.569,0,5,3,1.7,4.6,3.4,0,0,85.089,0
201608271745 ,124.951,25.5,-7.887,2.575,41.089,2.649,0.027,2.328,-0.295,2,0,0,0,1,2.5,3,2.1,0,83.417,0
201608271800 ,114.1,25.5,-62.672,3.053,84.54,3.222,0.793,3.006,1.13,2.853,0,0,0,0.8,1.5,1.7,1.3,0,85.009,0
201608271815 ,119.229,25.4,0.277,2.579,29.387,2.464,-0.062,2.33,-0.168,2.154,0,0,0,0.6,1.5,1.5,0.6,0,85.595,0
201608271830 ,116.833,25.2,25.273,2.652,6.608,2.351,0.209,2.187,-0.507,2.216,0,0,0,0,0,0,0,0,85.25,0
201608271845 ,128.221,24.8,37.955,2.299,5.272,2.478,0.086,2.387,-0.256,2.476,0,0,0,0,0,0,0,0,85.164,0
201608271900 ,138.586,24.5,42.541,2.182,11.172,2.359,-0.402,2.105,-0.718,2.177,0,0,0,0,0,0,0,0,85.993,0
201608271915 ,128.975,24.1,37.64,2.808,5.711,2.512,0.254,2.646,-0.018,2.597,0,0,0,0,0,0,0,0,85.388,0
201608271930 ,127.89,23.7,-24.034,2.437,66.237,2.647,0.424,2.08,-0.02,1.921,0,0,0,0,0,0,0,0,85.283,0
201608271945 ,129.894,23.5,14.629,2.722,28.871,2.348,0.213,2.414,0.048,3.045,0,0,0,0,0,0,0,0,86.133,0
201608272000 ,136.589,23.1,34.126,3.508,11.533,3.98,3.058,3.35,2.556,2.707,0,0,0,0,0,0,0,0,85.316,0
201608272015 ,134.464,22.7,8.92,2.338,41.319,2.547,-0.659,2.464,-0.472,2.328,0,0,0,0,0,0,0,0,85.356,0
201608272030 ,124.323,21.9,-69.191,2.645,34.197,3.419,1.339,2.611,0.471,2.528,0,0,0,0,0,0,0,72.106,85.401,0
201608272045 ,126.413,21.9,-46.286,3.157,14.502,3.977,2.812,3.112,1.656,2.603,0,0,0,0,0,0,0,69.101,84.628,0
201608272100 ,122.047,22,-70.578,3.317,34.725,3.671,2.506,3.583,2.405,2.571,0,0,0,0,0,0,0,68.192,84.797,0
201608272115 ,127.291,22,-36.184,3.253,12.658,3.048,0.096,2.536,-0.209,2.491,0,0,0,0,0,0,0,65.201,85.729,0
201608272130 ,124.028,22.1,-57.402,4.258,22.859,4.211,4.303,4.455,4.604,4.15,0,0,0,0,0,0,0,64.514,85.15,0
201608272145 ,128.532,22.4,-48.146,5.093,12.621,5.417,7.608,4.334,5.534,3.94,0.001,0,0,0,0,0,0,66.042,84.872,0
201608272200 ,128.119,22.7,-51.864,4.461,21.219,4.295,4.814,3.82,3.636,2.893,0,0,0,0,0,0,0,64.146,86.168,0
201608272215 ,127.517,22.9,-87.238,4.099,45.996,3.796,2.021,3.408,1.198,3.252,0,0,0,0,0,0,0,80.127,85.413,0
201608272230 ,120.603,23.1,-72.93,0.001,31.314,0.001,-0.021,0.001,-0.021,0.001,0,0,0,0,0,0,0,78.537,83.724,0
201608272245 ,118.302,23.4,-75.873,1.612,27.957,1.5,-0.022,0.001,-0.021,1.549,0,0,0,0,0,0,0,80.998,85.263,0
201608272300 ,113.161,23.7,-109.451,1.61,57.642,0,-0.021,0.001,-0.02,1.5,0,0,0,0,0,0,0,79.605,85.406,0
201608272315 ,134.118,24,-53.39,0.001,22.675,1.549,-0.021,2.332,-0.021,1.46,0,0,0,0,0,0,0,79.63,85.245,0
201608272330 ,138.743,24.8,-63.593,1.708,36.479,1.799,-0.021,2.007,-0.021,1.84,0,0,0,0,0,0,0,80.749,85.15,0
201608272345 ,129.959,25.3,-67.125,2.432,32.01,2.35,-0.021,1.977,-0.022,2.657,0,0,0,0,0,0,0,79.232,85.885,0
201608280000 ,122.179,25.6,-108.696,2.712,63.18,2.53,-0.02,2.858,-0.022,2.675,0,0,0,0,0,0,0,80.631,87.106,0
201608280015 ,117.819,25.9,-82.631,4.724,28.194,4.563,4.172,4.42,4.335,4.223,0,0,0,0,0,0,0,79.704,84.045,0
201608280030 ,122.955,26.4,-70.329,2.378,24.231,3.051,0.599,3.93,3.456,4.376,0,0,0,0,0,0,0,81.215,83.783,0
201608280045 ,120.009,26.7,-46.954,1.612,0,2.489,-0.403,3.189,0.835,2.754,0,0,0,0,0,0,0,79.922,86.609,0
201608280100 ,116.859,27.1,-48.261,1.933,0,1.435,0,2.896,0.694,3.943,0,0,0,0,0,0,0,79.773,84.653,0
201608280115 ,116.411,27.5,-49.533,3.276,0,3.932,3.217,2.932,0.477,1.924,0,0,0,0,0,0,0,79.959,82.291,0
201608280130 ,116.321,28,-75.745,6.168,0,6.566,17.616,4.882,9.321,5.213,0,0,0,0,0,0,0,80.158,84.971,0
201608280145 ,120.866,29.1,-116.31,3.74,0,5.25,23.982,9.276,46.524,6.781,0,0,0,0,0,0,0,81.775,84.895,0
201608280200 ,111.059,29.8,-78.401,2.591,0,3.121,0.116,7.351,24.592,5.846,0,0,0,0,0,0,0,80.028,84.724,0
201608280215 ,112.695,30.4,-64.642,5.183,0,4.981,8.275,4.254,5.873,4.235,0,0,0,0,0,0,0,78.453,84.736,0
201608280230 ,119.333,30.9,-88.421,5.864,0,5.931,18.591,7.18,25.058,4.536,0,0,0,0,0,0,0,79.102,85.003,0
201608280245 ,96.215,31.6,-99.287,5.989,0,5.617,21.195,4.958,10.9,3.848,0,0,0,0,0,0,0,79.244,84.163,0
201608280300 ,111.318,32.1,-97.194,4.452,0,6.411,17.046,7.136,26.711,4.303,0,0,0,0,0,0,0,80.164,84.591,0
201608280315 ,116.611,32.8,-115.505,7.167,10.119,8.007,40.623,5.836,17.881,2.17,0,0,0,0,0,0,0,80.152,83.341,0
201608280330 ,131.172,33.6,-125.262,5.874,37.846,7.678,29.991,7.37,22.124,6.351,0,0,0,0,0,0,0,82.086,84.387,0
201608280345 ,94.012,34.4,-172.376,6.647,13.071,8.736,47.378,8.249,40.736,6.706,0,0,0,0,0,0,0,80.531,84.672,0
201608280400 ,114.618,37.1,-14.972,5.12,4.934,6.506,19.23,6.218,19.684,5.013,0,0,0,0,0,0,0,0,85.742,0
201608280415 ,105.166,37.5,-53.644,8.333,39.909,6.584,23.337,5.48,10.511,4.283,0,0,0,0,0,0,0,0,85.053,0
201608280430 ,114.301,37.9,-75.867,7.611,46.294,6.033,12.28,8.765,46.249,10.084,0,0,0,0,0,0,0,0,85.345,0
201608280445 ,118.622,38.6,-61.71,8.179,8.258,9.072,65.717,6.138,18.447,3.698,0,0,0,0,0,0,0,0,87.91,0
201608280500 ,110.243,39.2,-87.338,6.872,72.033,5.438,10.984,8.686,29.5,5.643,0,0,0,0,0,0,0,0,85.064,0
201608280515 ,118.572,40.4,-124.507,11.864,20.77,12.21,85.778,9.565,52.313,7.971,0,0,0,0,0,0,0,0,84.218,0
201608280530 ,103.933,42.1,-165.606,11.324,33.127,10.61,74.114,11.622,78.134,11.976,0,0,0,0,0,0,0,0,84.164,0
201608280545 ,109.89,43.5,-189.838,8.281,38.002,12.153,95.445,11.04,80.67,10.654,0,0,0,0,0,0,0,0,85.611,0
201608280600 ,87.057,45.1,-176.517,8.962,24.86,11.782,71.816,11.336,81.229,12.076,0,0,0,0,0,0,0,0,85.669,0
201608280615 ,95.154,46.3,-132.078,7.724,27.278,9.169,60.334,9.466,54.306,11.15,0.001,0,0,0,0,0,0,0,85.313,0
201608280630 ,107.966,46.8,-33.271,5.069,45.036,4.315,6.139,3.684,4.909,3.991,0.001,0,0,0,0,0,0,0,85.152,0
201608280645 ,109.098,47.9,-13.326,4.227,32.439,4.093,2.855,2.865,0.388,3.703,0,0,0,0,0,0,0,0,86.742,0
201608280700 ,115.882,47.9,-33.105,5.45,43.468,5.453,10.861,3.576,4.23,4.101,0,0,0,0.8,1.9,1.5,0.9,0,85.328,0
201608280715 ,114.845,47.9,-32.411,4.134,37.042,4.16,3.277,4.963,7.399,3.352,0,12,7,2.1,6.1,3.7,3.3,0,84.338,0
201608280730 ,123.671,47.9,11.407,3.566,16.31,3.467,2.425,3.844,3.852,4.05,0,0,0,1,2,0,1.2,0,85.477,0
