시간,부하(kW),ESS,,풍력 #1,,풍력 #2,,풍력 #3,,풍력 #4,,"수평면일사량
(w/m2)","경사면일사량
(w/m2)","태양광 #1
유효전력(kW)","태양광 #2
유효전력(kW)","태양광 #3
유효전력(kW)","태양광 #4
유효전력(kW)","디젤 #1
유효전력(kW)","디젤 #2
유효전력(kW)","디젤 #3
유효전력(kW)"
,,SOC(%),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),,,,,,,,,
201603101500 ,114.891,89.3,10.312,10.726,-0.021,8.82,0,6.819,0,12.518,0,536,690,0,0,63.5,41.1,0,0,0
201603101515 ,99.599,89.3,0.22,15.01,-0.021,12.373,0,11.446,0,7.171,0,502,642,0,0,61.4,38,0,0,0
201603101530 ,95.445,89.3,4.385,15.869,-0.44,14.068,0,10.69,0,14.417,0,469,596,0,0,57.4,34.1,0,0,0
201603101545 ,103.304,89.3,18.623,10.481,-0.019,9.741,0,11.061,0,12.42,0,434,550,0,0,52.7,32,0,0,0
201603101600 ,110.516,89.3,32.415,17.449,0.301,9.102,0,12.361,0,12.918,0,399,500,0,0,49,28.8,0,0,0
201603101615 ,107.082,89.2,44.709,17.382,-0.027,14.939,0,17.515,0,11.336,0,347,433,0,0,40.4,22,0,0,0
201603101630 ,110.735,88.8,58.156,15.925,-0.021,15.405,0,9.483,0,10.931,0,258,316,0,0,32.5,20.1,0,0,0
201603101645 ,121.772,88.3,25.962,13.851,43.71,14.199,0.001,10.173,-0.001,12.256,0,290,352,0,0,34.6,17.5,0,0,0
201603101700 ,108.804,87.8,-0.559,8.561,76.663,7.539,0,6.633,0,9.925,0,117,118,0,0,22.3,10.4,0,0,0
201603101715 ,112.798,87.2,43.436,11.934,40.862,12.872,0,12.256,0,10.264,0,49,49,0,0,20.5,8,0,0,0
201603101730 ,109.272,86.5,51.338,10.717,40.235,9.117,0,13.042,-0.001,8.425,0,42,47,0,0,11.4,6.3,0,0,0
201603101745 ,117.567,86.3,-19.912,14.916,48.089,9.716,0,11.36,79.09,11.312,0,20,19,0,0,6.6,3.7,0,0,0
201603101800 ,117.509,86.6,-20.943,14.962,66.244,11.094,0,8.827,62.608,9.2,0,24,24,0,0,6.3,3.3,0,0,0
201603101815 ,107.823,86.9,-22.497,10.899,28.108,9.565,-0.001,12.645,95.814,11.336,-0.001,8,7,0,0,3.9,2.5,0,0,0
201603101830 ,116.963,87.1,-26.901,7.811,74.374,7.894,0,8.492,50.622,11.483,15.568,0,0,0,0,2,1.3,0,0,0
201603101845 ,128.062,87.6,-208.494,10.006,44.292,11.459,88.695,13.074,98.28,12.814,102.889,0,0,0,0,1.5,0.9,0,0,0
201603101900 ,133.809,88.6,-95.734,8.262,78.883,6.994,22.158,9.222,53.78,10.347,74.722,0,0,0,0,0,0,0,0,0
201603101915 ,123.773,89.5,21.818,7.977,8.656,7.678,37.727,5.953,14.597,7.501,40.975,0,0,0,0,0,0,0,0,0
201603101930 ,151.654,89.9,54.465,8.499,18.991,8.486,-0.019,11.094,78.217,9.323,0,0,0,0,0,0,0,0,0,0
201603101945 ,142.615,89.9,1.863,12.531,13.884,10.789,69.527,10.388,57.341,9.598,0,0,0,0,0,0,0,0,0,0
201603102000 ,153.877,89.8,24.441,7.447,15.169,8.679,59.966,10.762,54.301,8.333,0,0,0,0,0,0,0,0,0,0
201603102015 ,158.642,90,8.497,10.399,13.942,8.486,63.893,10.462,72.31,11.948,0,0,0,0,0,0,0,0,0,0
201603102030 ,157.36,90.2,-51.009,9.811,32.321,9.072,84.982,12.13,91.066,9.988,0,0,0,0,0,0,0,0,0,0
201603102045 ,142.931,90.3,77.96,6.96,13.407,7.255,25.424,8.148,26.14,9.776,0,0,0,0,0,0,0,0,0,0
201603102100 ,136.764,90.5,-43.905,7.799,18.294,10.584,92.433,10.295,69.942,11.795,0,0,0,0,0,0,0,0,0,0
201603102115 ,139.354,90.5,9.352,5.018,18.918,7.764,38.96,9.952,72.124,7.171,0,0,0,0,0,0,0,0,0,0
201603102130 ,162.491,90.1,120.172,6.688,4.537,6.395,20.752,6.432,17.03,6.683,0,0,0,0,0,0,0,0,0,0
201603102145 ,172.441,89.5,84.737,8.16,-0.259,7.441,25.347,9.682,62.616,8.912,0,0,0,0,0,0,0,0,0,0
201603102200 ,154.415,88.9,127.013,5.903,-0.26,5.928,14.428,5.269,13.234,7.089,0,0,0,0,0,0,0,0,0,0
201603102215 ,157.746,88.3,149.45,5.653,-0.257,4.321,5.479,4.384,3.074,4.376,0,0,0,0,0,0,0,0,0,0
201603102230 ,147.389,87.9,38.005,10.103,-0.258,9.363,65.382,7.605,29.026,5.832,15.234,0,0,0,0,0,0,0,0,0
201603102245 ,165.477,87.7,83.562,6.848,-0.258,6.945,21.601,7.145,30.255,7.611,30.317,0,0,0,0,0,0,0,0,0
201603102300 ,145.461,87.7,94.84,7.11,-0.256,6.225,20.689,5.444,12.377,6.303,17.811,0,0,0,0,0,0,0,0,0
201603102315 ,119.397,87,74.12,5.361,-0.256,4.492,5.41,6.519,23.295,5.514,16.828,0,0,0,0,0,0,0,0,0
201603102330 ,122.711,87.2,-4.106,8.268,-0.256,7.019,44.116,8.148,41.463,8.339,41.494,0,0,0,0,0,0,0,0,0
201603102345 ,144.887,86.7,109.793,4.71,-0.258,7.431,21.889,4.217,4.839,4.623,8.624,0,0,0,0,0,0,0,0,0
201603110000 ,119.563,86.3,53.784,7.695,-0.261,7.735,47.65,4.359,5.736,6.432,12.654,0,0,0,0,0,0,0,0,0
201603110015 ,118.904,86.1,18.824,6.011,-0.021,6.022,16.397,7.479,30.204,9.648,53.5,0,0,0,0,0,0,0,0,0
201603110030 ,120.696,86.2,76.255,7.255,-0.021,6.776,25.828,6.295,5.357,6.485,13.277,0,0,0,0,0,0,0,0,0
201603110045 ,123.386,86.3,47.67,7.501,-0.021,7.539,40.738,6.656,20.201,6.452,14.798,0,0,0,0,0,0,0,0,0
201603110100 ,116.118,86.5,-60.59,6.651,-0.021,7.977,50.014,9.347,57.142,10.672,69.573,0,0,0,0,0,0,0,0,0
201603110115 ,107.348,86.8,-113.243,9.124,-0.021,8.722,53.134,9.741,70.998,12.291,96.48,0,0,0,0,0,0,0,0,0
201603110130 ,118.083,88,-127.522,8.651,25.414,8.526,53.541,11.446,82.049,10.506,84.601,0,0,0,0,0,0,0,0,0
201603110145 ,114.001,88.2,-52.824,5.924,39.569,6.661,19.837,8.255,35.947,10.43,71.472,0,0,0,0,0,0,0,0,0
201603110200 ,108.463,88.5,-31.809,5.379,22.646,6.432,32.798,7.989,34.862,8.955,49.966,0,0,0,0,0,0,0,0,0
201603110215 ,116.355,88.8,-79.721,6.762,78.457,6.945,27.13,9.961,61.124,7.365,29.365,0,0,0,0,0,0,0,0,0
201603110230 ,122.393,89.5,-187.297,6.767,92.431,8.834,42.298,12.645,98.62,10.103,76.341,0,0,0,0,0,0,0,0,0
201603110245 ,129.578,90.3,-126.441,9.284,69.232,9.573,59.736,9.828,65.242,9.347,61.809,0,0,0,0,0,0,0,0,0
201603110300 ,123.534,91.2,-16.683,9.491,13.666,7.577,41.064,7.661,33.068,9.246,52.419,0,0,0,0,0,0,0,0,0
201603110315 ,125.149,91.7,-11.34,9.483,9.432,8.055,28.152,8.372,38.614,10.015,60.291,0,0,0,0,0,0,0,0,0
201603110330 ,123.529,92.5,-113.655,11.018,43.483,11.496,96.67,9.355,64.604,8.249,32.427,0,0,0,0,0,0,0,0,0
201603110345 ,125.433,93.2,-173.641,12.543,42.845,9.952,92.238,11.99,96.473,9.3,67.518,0,0,0,0,0,0,0,0,0
201603110400 ,110.684,93.6,-6.26,9.087,33.82,9.952,0,10.878,83.124,8.827,0,0,0,0,0,0,0,0,0,0
201603110415 ,123.437,93.9,44.918,8.204,29.346,7.971,0,9.673,49.173,10.654,0,0,0,0,0,0,0,0,0,0
201603110430 ,125.409,93.6,52.321,7.132,15.947,8.339,0,8.934,57.141,10.367,0,0,0,0,0,0,0,0,0,0
201603110445 ,113.244,93.1,72.39,5.241,19.886,6.744,0,7.888,20.968,7.269,0,0,0,0,0,0,0,0,0,0
201603110500 ,107.542,92.8,32.53,9.102,17.471,5.219,0,9.124,57.542,8.841,-0.001,0,0,0,0,0,0,0,0,0
201603110515 ,106.733,92.5,56.695,8.574,8.415,8.672,0,8.779,41.623,8.568,0,0,0,0,0,0,0,0,0,0
201603110530 ,112.647,92.5,56.051,10.183,11.536,10.409,0,8.722,45.06,9.028,0,0,0,0,0,0,0,0,0,0
201603110545 ,129.665,92.2,96.37,7.55,8.322,6.896,0,7.251,24.973,7.583,0,0,0,0,0,0,0,0,0,0
201603110600 ,140.216,92.2,87.417,9.523,11.264,8.339,0,9.269,41.535,10.637,0,0,0,0,0,0,0,0,0,0
201603110615 ,110.694,92.2,3.585,11.647,24.77,11.768,0,12.153,82.339,6.575,0,0,0,0,0,0,0,0,0,0
201603110630 ,119.002,92.2,56.109,8.651,15.076,8.841,0,9.079,47.817,12.888,0,0,0,0,0,0,0,0,0,0
201603110645 ,116.681,92.2,35.428,9.837,11.811,9.89,0,9.079,69.442,10.672,0,0,0,0,0,0,0,0,0,0
201603110700 ,138.362,92.2,81.518,8.686,22.838,8.855,0,7.829,34.006,7.517,0,0,0,0,0,0,0,0,0,0
201603110715 ,133.472,92.1,52.413,9.54,5.973,7.019,0,9.811,72.786,8.486,0,0,0,0,0,1.5,0.8,0,0,0
201603110730 ,143.678,91.4,107.761,5.573,3.204,6.647,0,7.864,29.313,7.328,0,0,0,0,0,2,1.4,0,0,0
201603110745 ,121.735,90.8,68.791,7.004,11.821,5.989,0,7.447,37.024,7.37,-0.001,0,0,0,0,2.2,1.9,0,0,0
201603110800 ,126.931,90.4,101.688,5.477,2.722,7.206,0,5.763,16.921,6.702,0,3,1,0,0,3.1,2.5,0,0,0
201603110815 ,126.621,89.9,100.353,6.906,5.953,5.993,0,5.511,10.415,5.767,0,14,14,0,0,5,4.9,0,0,0
201603110830 ,121.913,89.5,-6.508,8.129,10.27,8.919,50.852,6.359,24.099,4.912,0,126,40,0,0,20.1,23.1,0,0,0
201603110845 ,95.984,89.2,15.321,8.117,18.561,6.49,28.284,7.171,16.318,6.28,0,55,55,0,0,9.5,8,0,0,0
201603110900 ,177.045,89.1,31.745,6.805,4.049,6.62,30.846,7.517,31.105,7.977,0,211,267,0,13.5,33.5,32.3,0,0,0
201603110915 ,134.167,89,1.602,7.55,0,8.912,31.749,9.54,54.516,7.894,0,106,102,0,17.2,16.1,13,0,0,0
201603110930 ,110.53,89.1,-32.018,7.024,0,7.189,33.849,6.901,24.299,7.019,0,99,95,0,48.2,13.4,22.8,0,0,0
201603110945 ,132.814,89.6,40.526,7.197,0,7.858,31.16,7.379,23.928,7.102,0,37,37,0,20,9.3,7.9,0,0,0
201603111000 ,136.5,90,43.3,6.661,0,4.483,0,6.642,0,6.03,0,240,288,0,33.2,38.9,21.1,0,0,0
201603111015 ,58.485,90.1,-82.115,3.898,0,7.412,0,7.132,0,4.788,0,443,605,0,76.8,22.8,41,0,0,0
201603111030 ,114.6,90.7,-88.6,7.055,0,8.173,0,7.351,0,7.136,0,499,658,0,86.3,65.1,51.8,0,0,0
201603111045 ,108.042,91.2,33.942,9.292,0,7.119,0,5.76,0,6.697,0,199,206,0,26.1,27.4,20.6,0,0,0
201603111100 ,125.336,91.4,-1.064,8.418,0,7.561,0,8.268,0,7.894,0,177,184,0,101.1,0,25.3,0,0,0
201603111115 ,156.271,91.2,2.972,6.624,0,7.084,-0.001,6.819,0,6.28,0,73,84,0,95.2,0,58.1,0,0,0
201603111130 ,114.284,91,17.284,6.241,0,5.797,0,5.131,0,4.433,0,728,938,0,38.4,0,58.6,0,0,0
201603111145 ,75.554,91.1,8.954,7.305,0,8.179,0,6.252,0,5.709,0,168,171,0,49,0,17.6,0,0,0
201603111200 ,96.253,90.9,7.178,6.702,0.775,6.824,0,8.891,0,4.917,0,166,159,0,25.5,0,62.8,0,0,0
201603111215 ,98.468,90.9,-58.359,10.113,-0.272,5.241,-0.001,8.398,0,6.73,0,664,876,0,99,0,58.1,0,0,0
201603111230 ,8.638,91.4,-77.491,7.747,-0.271,8.23,0,7.782,0,7.805,0,693,902,0,28,0,58.4,0,0,0
201603111245 ,137.538,91.5,-20.995,7.876,-0.267,8.465,0,10.074,0,5.269,0,698,909,0,103.2,0,55.6,0,0,0
201603111300 ,72.616,92.1,-26.819,9.331,-0.265,9.979,0,7.533,0,6.57,0,672,888,0,99.7,0,0,0,0,0
201603111315 ,104.779,91.9,-1.855,7.184,-0.266,8.693,0,8.242,0,9.565,0,127,146,0,106.9,0,0,0,0,0
201603111330 ,88.254,91.7,-9.781,5.323,-0.265,6.112,0,6.544,0,6.79,0,680,891,0,98.3,0,0,0,0,0
201603111345 ,48.135,91.6,9.597,8.129,-0.262,4.877,0,8.185,0,6.838,0,729,929,0,38.8,0,0,0,0,0
201603111400 ,100.804,91.6,5.467,7.034,-0.263,6.688,0,7.219,0,8.602,0,649,830,0,95.6,0,0,0,0,0
201603111415 ,104.584,91.4,5.948,9.013,-0.264,5.836,0,5.604,0,8.869,0,656,838,0,98.9,0,0,0,0,0
201603111430 ,96.731,91.4,4.691,7.102,-0.26,5.832,0,5.591,0,5.17,0,603,777,0,92.3,0,0,0,0,0
201603111445 ,33.647,91.4,-6.66,8.862,6.107,9.132,0,8.086,0,6.351,0,583,740,0,34.2,0,0,0,0,0
201603111500 ,84.058,91.4,-6.055,10.133,6.313,10.214,0,9.673,0,6.49,0,543,696,0,83.8,0,0,0,0,0
201603111515 ,112.833,91.4,25.125,8.955,6.608,9.785,0,9.013,0,10.409,0,517,660,0,81.1,0,0,0,0,0
201603111530 ,82.335,91.3,-2.628,9.979,7.463,11.471,0,9.811,0,9.785,0,486,618,0,77.5,0,0,0,0,0
201603111545 ,92.774,91.3,16.566,7.287,2.007,10.681,0,10.515,0.001,8.392,0,452,569,0,74.2,0,0,0,0,0
201603111600 ,90.573,91.3,21.173,7.989,2.1,10.133,0,8.359,0,9.665,0,420,526,0,67.3,0,0,0,0,0
201603111615 ,86.044,91.3,-133.498,6.46,85.542,7.136,0,10.084,0,9.386,0,379,473,0,64.3,45.5,24.2,0,0,0
201603111630 ,85.14,91.7,-157.967,8.955,102.208,8.658,0,8.326,-0.001,8.841,0,339,419,23.4,58.2,39.5,19.8,0,0,0
201603111645 ,89.265,92,-138.065,8.834,107.13,8.772,0,9.192,0,7.622,0,298,366,20.1,50.7,33.8,15.6,0,0,0
201603111700 ,98.396,92,-112.375,8.067,112.771,9.094,0,10.451,0,11.609,0,77,183,16.4,45,27.5,9.1,0,0,0
201603111715 ,92.349,92,16.249,9.466,0,12.105,0,6.371,0,6.79,0,162,135,12.5,37.2,19.8,6.6,0,0,0
201603111730 ,109.737,92.1,54.837,8.758,0,10.628,0,10.575,0,8.294,0,13,12,7.7,28.9,14,4.3,0,0,0
201603111745 ,130.201,92,102.623,8.786,-0.021,8.898,0,8.339,0,8.339,-0.001,19,14,4,12.4,8.5,2.7,0,0,0
201603111800 ,123.118,91.6,107.639,9.028,-0.021,11.768,0,10.817,0,7.004,0,1,0,1.8,7.6,4,2.1,0,0,0
201603111815 ,118.456,91.5,23.481,8.294,-0.026,11.483,86.502,9.724,-0.001,9.89,0,6,7,1.2,3,2.8,1.5,0,0,0
201603111830 ,116.441,91.5,55.224,8.848,-0.729,9.759,55.546,8.772,0,9.515,0,0,0,1,2.2,2,1.2,0,0,0
201603111845 ,127.241,91.1,106.274,5.673,-0.011,6.245,16.378,4.907,0,7.594,0,0,0,0.7,1.5,1.6,0.8,0,0,0
201603111900 ,116.558,90.8,99.863,7.431,1.063,6.862,15.632,8.941,0,7.87,0,0,0,0,0,0,0,0,0,0
201603111915 ,124.086,90.4,65.313,6.063,1.261,7.605,57.512,10.336,0,8.223,0,0,0,0,0,0,0,0,0,0
201603111930 ,126.872,89.9,69.75,6.403,1.773,6.303,19.026,6.624,18.807,7.407,17.516,0,0,0,0,0,0,0,0,0
201603111945 ,148.995,89.7,22.983,6.579,6.116,6.8,25.187,8.148,45.527,8.067,49.182,0,0,0,0,0,0,0,0,0
201603112000 ,136.94,89.6,45.874,6.679,9.4,6.355,23.16,9.042,43.966,6.469,14.54,0,0,0,0,0,0,0,0,0
201603112015 ,135.95,89.6,-20.481,5.931,31.339,6.112,21.705,9.776,57.71,8.581,45.677,0,0,0,0,0,0,0,0,0
201603112030 ,157.67,89.5,39.865,6.665,41.62,6.331,18.209,8.452,28.838,7.278,29.138,0,0,0,0,0,0,0,0,0
201603112045 ,148.341,89.5,-43.038,8.412,58.264,7.977,51.377,7.858,34.396,8.255,47.342,0,0,0,0,0,0,0,0,0
201603112100 ,134.262,89.6,-42.33,7.911,63.308,6.611,21.606,7.412,33.116,9.132,58.562,0,0,0,0,0,0,0,0,0
201603112115 ,130.863,89.7,-86.584,7.876,51.415,7.193,36.771,9.2,64.809,9.802,64.452,0,0,0,0,0,0,0,0,0
201603112130 ,134.819,89.6,4.017,6.679,60.395,5.77,11.438,7.517,34.567,6.862,24.402,0,0,0,0,0,0,0,0,0
201603112145 ,134.28,89.1,-66.02,6.145,107.78,7.351,25.104,8.08,32.232,7.788,35.184,0,0,0,0,0,0,0,0,0
201603112200 ,128.335,88.7,47.899,6.063,22.389,5.123,9.702,6.46,27.112,6.593,21.233,0,0,0,0,0,0,0,0,0
201603112215 ,129.203,88.2,24.657,6.082,62.677,6.276,14.668,5.252,13.926,5.456,13.275,0,0,0,0,0,0,0,0,0
201603112230 ,125.906,87.6,7.199,4.305,64.277,5.978,13.839,6.46,16.683,7.447,23.908,0,0,0,0,0,0,0,0,0
201603112245 ,118.372,87.2,30.553,6.21,53.201,5.554,13.123,4.525,5.731,6.647,15.764,0,0,0,0,0,0,0,0,0
201603112300 ,122.56,86.6,42.528,4.609,17.111,4.395,9.875,7.193,28.728,7.189,24.318,0,0,0,0,0,0,0,0,0
201603112315 ,127.947,85.9,20.916,5.595,20.254,7.291,24.014,7.555,31.672,7.583,31.091,0,0,0,0,0,0,0,0,0
201603112330 ,135.938,85.3,71.044,6.647,21.981,5.504,15.116,5.653,14.962,5.964,12.835,0,0,0,0,0,0,0,0,0
201603112345 ,128.228,84.6,49.597,5.579,18.709,5.682,9.96,6.465,20.964,6.814,28.998,0,0,0,0,0,0,0,0,0
201603120000 ,143.095,83.8,109.222,3.988,12.314,4.825,8.412,5.142,5.844,5.058,7.303,0,0,0,0,0,0,0,0,0
201603120015 ,127.194,83.1,80.215,6.67,8.037,6.702,17.997,5.993,15.215,3.77,5.73,0,0,0,0,0,0,0,0,0
201603120030 ,109.633,82.4,67.932,4.291,10.597,4.616,6.609,4.557,7.836,5.23,16.659,0,0,0,0,0,0,0,0,0
201603120045 ,109.519,82,28.323,7.193,16.399,5.191,10.094,8.398,35.734,6.127,18.969,0,0,0,0,0,0,0,0,0
201603120100 ,114.073,81.7,23.335,6.291,19.687,6.548,18.859,7.136,20.613,7.852,31.579,0,0,0,0,0,0,0,0,0
201603120115 ,110.283,81.4,65.825,4.418,13.718,3.538,3.905,5.178,7.95,6.008,18.885,0,0,0,0,0,0,0,0,0
201603120130 ,110.182,81,59.357,5.892,-0.261,5.773,13.639,6.391,18.597,6.44,18.85,0,0,0,0,0,0,0,0,0
201603120145 ,106.695,80.5,84.411,4.496,0,5.117,7.201,4.305,3.903,5.825,11.18,0,0,0,0,0,0,0,0,0
201603120200 ,102.889,79.9,87.411,6.202,0,5.042,8.719,3.53,3.191,3.382,3.568,0,0,0,0,0,0,0,0,0
201603120215 ,105.869,79.3,82.043,4.035,0,4.315,5.851,5.106,8.53,5.087,9.445,0,0,0,0,0,0,0,0,0
201603120230 ,115.107,78.7,96.4,4.16,0,4.788,7.151,4.199,4.276,4.056,7.28,0,0,0,0,0,0,0,0,0
201603120245 ,110.43,78.1,89.177,4.733,0,4.733,7.65,4.604,7.404,4.315,6.199,0,0,0,0,0,0,0,0,0
201603120300 ,102.322,77.5,81.474,4.801,0,4.85,6.404,3.887,4.799,5.15,9.645,0,0,0,0,0,0,0,0,0
201603120315 ,101.326,76.9,58.155,5.52,0,6.387,18.634,5.275,12.385,5.746,12.152,0,0,0,0,0,0,0,0,0
201603120330 ,105.695,76.5,67.859,5.312,-0.019,5.867,12.836,5.289,13.506,5.489,11.513,0,0,0,0,0,0,0,0,0
201603120345 ,110.012,76.1,87.077,4.303,0.303,4.703,6.21,4.435,8.797,4.869,7.625,0,0,0,0,0,0,0,0,0
201603120400 ,115.532,75.4,88.05,4.062,0.303,4.835,6.284,4.71,10.089,5.444,10.806,0,0,0,0,0,0,0,0,0
201603120415 ,123.082,74.6,104.379,4.328,3.593,4.925,6.192,4.297,4.117,4.295,4.801,0,0,0,0,0,0,0,0,0
201603120430 ,134.25,73.8,92.996,4.989,22.309,4.852,6.899,3.975,3.817,5.323,8.229,0,0,0,0,0,0,0,0,0
201603120445 ,124.246,73.1,93.167,5.709,17.357,4.764,6.542,3.964,2.647,4.679,4.533,0,0,0,0,0,0,0,0,0
201603120500 ,126.602,72.3,84.168,4.307,28.416,5.252,6.584,3.576,3.38,4.483,4.054,0,0,0,0,0,0,0,0,0
201603120515 ,127.326,71.5,109.085,4.539,7.215,4.305,5.476,3.878,0.589,4.264,4.961,0,0,0,0,0,0,0,0,0
201603120530 ,120.49,70.6,103.395,2.869,1.739,3.846,3.942,4.371,2.972,4.628,8.442,0,0,0,0,0,0,0,0,0
201603120545 ,110.87,69.8,106.124,3.1,1.885,3.324,1.514,2.847,-0.147,2.99,1.494,0,0,0,0,0,0,0,0,0
201603120600 ,106.007,68.9,96.937,3.04,3.706,3.711,2.26,4.122,-0.02,3.85,3.124,0,0,0,0,0,0,0,0,0
201603120615 ,114.937,68.1,100.849,3.049,12.181,3.256,1.405,2.657,-0.02,2.615,0.522,0,0,0,0,0,0,0,0,0
201603120630 ,118.788,67.2,101.462,3.473,13.617,3.633,2.773,3.274,-0.02,3.056,0.956,0,0,0,0,0,0,0,0,0
201603120645 ,119.184,66.3,112.128,3.535,3.722,3.574,2.257,2.986,-0.019,2.93,1.096,0,0,0,0,0,0,0,0,0
201603120700 ,124.385,65.3,86.748,3.457,34.537,3.597,3.101,3.887,-0.023,2.539,0.022,0,0,0,0,0,0,0,0,0
201603120715 ,121.067,64.3,74.938,3.048,37.759,3.122,2.12,4.126,-0.309,3.103,1.859,0,0,0.7,1.5,1.5,1,0,0,0
201603120730 ,122.702,63.4,85.988,3.692,22.347,4.315,3.995,4.071,-0.305,3.393,2.377,0,0,1.1,2.5,2.1,2.6,0,0,0
201603120745 ,124.536,62.6,88.023,3.971,10.352,4.309,5.312,4.144,-0.304,3.139,1.453,11,0,2.7,5.7,4.7,6.6,0,0,0
201603120800 ,107.694,61.9,48.054,3.723,23.559,3.536,2.065,3.595,-0.303,2.649,-0.281,40,8,5.8,10.4,8.4,10,0,0,0
201603120815 ,109.351,61.3,49.021,2.822,12.331,3.265,0.923,1.61,-0.302,2.321,-0.022,61,16,7.3,14.9,11.8,13.4,0,0,0
201603120830 ,116.145,60.9,36.962,3.461,13.434,4.037,3.009,2.61,-0.3,2.335,-0.36,92,28,10.4,19.8,16.3,16.9,0,0,0
201603120845 ,125.198,60,14.943,3.813,23.654,4.463,5.548,3.579,-0.3,2.228,-1.347,127,68,13.2,26.9,21.5,21.1,0,0,0
201603120900 ,99.438,58.9,-4.403,2.734,2.515,4.516,2.888,1.815,-0.3,3.115,0.538,165,205,16.3,32.6,25.6,23.7,0,0,0
201603120915 ,112.633,59,-20.397,3.912,3.628,4.835,5.421,2.753,-0.298,4.258,6.879,206,271,19.2,38.8,31.7,27.7,0,0,0
201603120930 ,83.278,59.3,-63.781,3.572,3.776,5.055,6.121,3.82,-0.297,3.541,2.659,245,324,21.8,44.8,36.7,31.5,0,0,0
201603120945 ,86.385,59.8,-80.216,3.88,1.908,4.503,5.884,3.677,-0.297,4.693,5.906,286,380,25.2,52.2,40.8,35,0,0,0
201603121000 ,90.05,60.5,-88.597,5.261,3.972,3.377,3.724,3.644,-0.299,3.314,3.35,324,431,26.9,58.1,44.7,38.2,0,0,0
201603121015 ,98.058,61.4,-100.239,5.077,3.222,5,7.521,2.656,-0.299,3.947,5.853,365,485,29.5,62.4,50.2,39.9,0,0,0
201603121030 ,106.464,62.2,-91.98,4.532,0.773,2.854,0.661,2.156,-0.298,3.583,3.108,403,534,30.7,67.2,53.7,42.6,0,0,0
201603121045 ,96.66,63,-110.404,3.458,3.851,2.95,1.164,2.106,-0.295,3.039,0.244,429,567,31,72.3,55.3,43.5,0,0,0
201603121100 ,99.962,63.9,-111.118,2.898,0.472,2.325,-0.477,1.5,-0.293,1.698,-0.022,460,607,34.3,75,57,45.1,0,0,0
201603121115 ,97.791,64.8,-118.143,3.421,-1.061,3.14,-0.593,2.324,-0.291,1.55,-0.021,487,643,35.5,77.1,60.3,45,0,0,0
201603121130 ,101.678,65.8,-169.464,2.559,46.589,2.329,-0.536,3.318,-0.291,1.92,-0.02,513,674,36.8,80.7,60.8,47.1,0,0,0
201603121145 ,100.778,66.8,-190.017,2.035,62.298,2.986,-0.692,1.507,-0.29,1.549,-0.021,535,701,36.4,82.1,63.1,47.9,0,0,0
201603121200 ,78.708,67.9,-214.264,3.142,63.296,3.036,0.186,1.933,-0.289,1.543,-0.021,553,721,36.1,81.9,64.3,47.5,0,0,0
201603121215 ,87.475,69.1,-204.288,3.452,56.638,2.492,-0.365,2.123,-0.289,1.935,-0.021,566,737,38.8,84,65.1,47.9,0,0,0
201603121230 ,80.85,70.4,-197.644,3.251,39.438,3.568,1.865,1.698,-0.289,2.719,-0.02,578,749,38,85.5,66.5,47.5,0,0,0
201603121245 ,100.993,71.5,-184.694,3.512,45.99,3.181,1.458,2.909,0.019,2.897,1.22,581,751,37.7,85.3,66.4,47.6,0,0,0
201603121300 ,94.006,72.7,-211.28,3.815,62.588,3.042,1.71,3.751,3.317,3.529,2.671,588,755,38.6,84.9,65.5,46,0,0,0
201603121315 ,81.798,74,-246.163,3.846,82.071,4.414,4.745,3.055,1.111,4.395,4.934,583,745,38.4,84.4,65.6,46.7,0,0,0
201603121330 ,77.548,75.3,-251.622,4.435,89.953,4.107,4.266,2.909,-0.635,3.568,2.186,578,737,38,84.9,65.5,45,0,0,0
201603121345 ,95.846,76.4,-156.969,3.092,25.776,2.775,0.988,2.106,-0.855,3.221,1.906,565,719,35.3,81.6,64.5,43.6,0,0,0
201603121400 ,106.143,77.5,-154.759,4.085,32.061,4.02,2.916,3.017,0.901,2.693,0.624,555,702,36.1,83,63.7,41.6,0,0,0
201603121415 ,106.734,78.5,-117.156,3.211,6.956,3.387,2.218,2.847,0.639,2.601,-1.123,537,678,35.7,78.4,60.3,40.8,0,0,0
201603121430 ,92.516,79.5,-125.835,3.022,10.858,2.608,-0.468,1.696,-0.02,1.791,-0.019,519,650,32.1,77.6,59.6,38.7,0,0,0
201603121445 ,81.834,80.5,-153.323,3.48,20.012,3.574,2.127,4.295,3.478,4.006,3.44,510,636,32.9,77.3,58.4,37.5,0,0,0
201603121500 ,93.735,81.4,-145.079,3.087,13.518,4.407,8.189,4.738,10.546,5.535,8.961,479,597,32.4,75.1,55.1,35,0,0,0
201603121515 ,92.782,82.3,-81.95,2.872,5.896,2.693,-0.014,3.99,3.363,3.447,1.687,381,468,26.8,62,45.5,29.5,0,0,0
201603121530 ,78.54,82.8,-84.858,2.61,4.439,3.801,2.845,4.095,2.494,3.837,3.12,360,435,24.4,56.6,43.7,25.8,0,0,0
